image lefteye_x lefteye_y righteye_x righteye_y nose_x nose_y leftmouth_x leftmouth_y rightmouth_x rightmouth_y
170428.jpg 94 102 132 100 101 116 96 144 127 141 
170429.jpg 92 101 132 102 113 121 94 142 131 141 
170430.jpg 93 102 133 101 117 125 93 142 131 142 
170431.jpg 94 101 131 100 117 126 95 143 129 142 
170432.jpg 92 102 134 102 114 126 89 141 136 139 
170433.jpg 94 101 131 101 118 123 99 143 126 142 
170434.jpg 90 102 134 103 110 132 90 139 135 140 
170435.jpg 93 101 131 101 112 129 98 142 127 143 
170436.jpg 91 103 134 102 114 122 93 141 131 139 
170437.jpg 91 102 134 103 111 126 93 140 133 141 
170438.jpg 92 103 134 102 116 128 91 140 133 140 
170439.jpg 92 101 132 102 105 129 93 141 133 143 
170440.jpg 93 101 132 101 108 132 97 141 128 143 
170441.jpg 92 102 133 102 108 130 92 141 133 141 
170442.jpg 93 101 132 101 107 127 94 142 130 142 
170443.jpg 93 102 132 101 113 131 99 141 125 142 
170444.jpg 93 100 131 102 122 121 99 142 128 142 
170445.jpg 92 101 132 102 108 124 96 141 129 141 
170446.jpg 92 102 133 102 108 129 88 141 138 141 
170447.jpg 93 101 132 102 104 124 96 141 130 142 
170448.jpg 92 101 133 103 111 126 96 140 130 141 
170449.jpg 94 101 131 101 113 123 99 142 126 144 
170450.jpg 93 101 132 101 111 123 93 142 132 142 
170451.jpg 91 100 132 104 107 131 95 140 133 142 
170452.jpg 94 101 131 101 111 125 95 144 130 142 
170453.jpg 93 102 133 101 119 126 90 141 134 141 
170454.jpg 93 101 131 101 113 128 91 142 134 143 
170455.jpg 92 102 133 102 112 129 94 141 132 141 
170456.jpg 93 101 132 102 112 121 96 143 129 141 
170457.jpg 91 103 135 102 113 130 87 139 136 140 
170458.jpg 92 100 132 103 101 129 92 141 135 142 
170459.jpg 93 100 131 102 97 127 93 141 134 144 
170460.jpg 93 101 132 101 111 128 95 143 130 141 
170461.jpg 92 101 133 102 115 124 93 141 133 140 
170462.jpg 95 101 130 100 100 126 98 142 126 145 
170463.jpg 94 100 130 101 105 124 99 142 127 145 
170464.jpg 92 101 133 103 107 126 94 141 132 141 
170465.jpg 95 99 129 101 102 129 100 143 127 145 
170466.jpg 92 101 132 102 107 128 92 140 133 143 
170467.jpg 93 102 132 101 112 129 90 141 135 142 
170468.jpg 92 102 133 102 115 121 95 141 130 141 
170469.jpg 95 101 131 100 104 123 97 144 126 143 
170470.jpg 95 99 129 101 103 128 100 143 127 145 
170471.jpg 93 102 133 101 111 118 97 141 127 142 
170472.jpg 92 101 132 103 99 132 90 139 137 143 
170473.jpg 93 102 132 101 113 127 98 141 126 143 
170474.jpg 94 101 131 100 113 125 96 143 128 143 
170475.jpg 92 102 133 102 114 128 93 140 131 142 
170476.jpg 92 102 133 102 114 126 89 140 135 142 
170477.jpg 93 100 131 102 123 123 95 142 132 143 
170478.jpg 94 101 131 101 110 126 96 143 128 142 
170479.jpg 93 101 132 101 109 124 92 144 133 140 
170480.jpg 94 100 131 101 113 130 97 144 128 142 
170481.jpg 93 102 133 101 118 130 91 142 133 141 
170482.jpg 94 101 131 101 109 128 100 143 125 143 
170483.jpg 92 101 133 102 114 121 91 141 134 141 
170484.jpg 95 100 130 101 108 130 98 143 128 144 
170485.jpg 94 102 132 100 120 121 96 142 128 143 
170486.jpg 95 99 129 101 129 120 95 146 132 142 
170487.jpg 92 102 133 102 109 127 90 140 135 142 
170488.jpg 93 101 132 101 110 122 96 141 129 143 
170489.jpg 94 101 131 101 115 129 95 145 130 140 
170490.jpg 94 101 131 100 110 124 98 143 126 142 
170491.jpg 99 102 128 97 97 119 95 148 126 144 
170492.jpg 92 102 134 102 109 124 93 139 131 142 
170493.jpg 92 101 132 102 115 127 88 141 137 142 
170494.jpg 92 102 133 101 120 127 92 142 133 140 
170495.jpg 92 102 133 101 111 126 90 140 133 141 
170496.jpg 88 105 138 102 116 132 92 138 130 136 
170497.jpg 92 102 133 102 113 123 92 140 132 141 
170498.jpg 96 100 129 100 107 126 97 147 127 142 
170499.jpg 92 102 133 102 112 123 94 141 132 141 
170500.jpg 97 101 129 99 100 123 99 145 125 145 
170501.jpg 91 103 134 102 113 125 90 140 134 140 
170502.jpg 93 103 133 100 116 125 93 142 130 141 
170503.jpg 95 102 131 100 109 115 97 144 126 143 
170504.jpg 94 101 131 101 112 127 97 143 128 143 
170505.jpg 91 102 133 102 110 131 90 141 135 140 
170506.jpg 94 101 131 101 111 126 97 142 128 143 
170507.jpg 93 100 131 102 116 124 97 142 130 143 
170508.jpg 93 101 132 101 115 126 96 142 129 142 
170509.jpg 95 101 131 100 118 121 97 144 127 142 
170510.jpg 94 103 132 100 121 130 94 142 128 143 
170511.jpg 91 102 134 103 111 127 92 139 134 140 
170512.jpg 94 99 130 102 103 129 98 142 130 145 
170513.jpg 92 101 133 102 110 125 92 142 133 141 
170514.jpg 96 97 127 102 101 127 103 145 126 147 
170515.jpg 93 100 131 102 106 125 94 140 133 144 
170516.jpg 93 102 133 100 125 129 89 144 134 140 
170517.jpg 92 102 133 102 109 124 92 140 133 142 
170518.jpg 93 101 131 102 117 123 96 143 130 142 
170519.jpg 96 101 130 99 129 130 96 144 127 144 
170520.jpg 94 101 131 101 109 126 97 142 128 143 
170521.jpg 94 101 131 101 110 126 96 142 129 143 
170522.jpg 93 102 132 101 111 123 95 141 130 142 
170523.jpg 95 101 130 101 113 125 95 144 130 143 
170524.jpg 93 102 132 101 114 122 93 143 131 141 
170525.jpg 94 100 130 101 117 124 98 143 128 143 
170526.jpg 94 101 131 101 109 125 97 143 127 142 
170527.jpg 93 101 132 101 112 125 96 143 128 141 
170528.jpg 93 101 131 101 111 120 99 142 126 143 
170529.jpg 91 102 134 102 120 128 90 142 134 139 
170530.jpg 96 101 130 99 126 124 96 146 127 143 
170531.jpg 94 103 133 100 117 129 96 143 126 141 
170532.jpg 96 99 129 100 101 123 100 143 126 147 
170533.jpg 92 102 133 101 115 132 90 141 135 140 
170534.jpg 94 101 131 101 112 126 97 141 128 144 
170535.jpg 94 100 130 102 121 126 100 143 127 143 
170536.jpg 96 104 132 97 98 116 94 146 125 140 
170537.jpg 95 101 130 100 102 121 96 145 127 142 
170538.jpg 94 99 130 102 95 129 96 141 132 146 
170539.jpg 94 101 131 101 113 124 96 143 129 143 
170540.jpg 91 103 134 102 117 123 91 140 133 140 
170541.jpg 94 101 131 101 109 129 91 143 134 142 
170542.jpg 93 100 131 102 119 121 99 142 128 143 
170543.jpg 92 102 133 102 116 123 91 141 134 140 
170544.jpg 92 102 133 101 119 131 91 142 133 141 
170545.jpg 91 101 133 103 100 128 91 139 135 142 
170546.jpg 95 101 130 100 105 121 97 145 128 142 
170547.jpg 94 101 131 100 112 127 95 142 129 144 
170548.jpg 92 101 132 102 110 124 97 141 129 142 
170549.jpg 93 102 132 101 112 123 91 142 133 141 
170550.jpg 95 99 129 101 94 112 99 143 128 146 
170551.jpg 94 101 132 101 112 127 98 142 126 142 
170552.jpg 93 100 131 102 105 131 93 141 134 145 
170553.jpg 92 100 132 103 100 132 93 140 134 143 
170554.jpg 93 101 132 101 116 125 94 143 130 141 
170555.jpg 93 101 132 101 116 122 98 143 127 141 
170556.jpg 94 101 131 101 103 127 97 140 128 146 
170557.jpg 91 102 134 102 102 126 91 139 134 142 
170558.jpg 94 100 131 101 122 117 97 143 128 144 
170559.jpg 96 101 130 99 102 114 97 144 126 144 
170560.jpg 93 102 133 101 111 125 95 142 130 141 
170561.jpg 92 103 134 101 117 131 93 141 130 140 
170562.jpg 93 101 132 101 113 126 96 143 129 142 
170563.jpg 94 100 131 102 100 123 96 143 130 143 
170564.jpg 95 101 130 100 114 126 96 143 128 144 
170565.jpg 91 101 133 103 120 122 92 140 134 141 
170566.jpg 96 100 129 101 105 124 100 144 126 145 
170567.jpg 93 101 131 101 114 126 93 143 133 142 
170568.jpg 93 102 133 101 121 127 92 143 132 140 
170569.jpg 94 101 131 101 111 125 96 142 129 142 
170570.jpg 92 102 133 102 108 127 92 141 133 141 
170571.jpg 94 101 131 101 108 119 92 144 132 142 
170572.jpg 95 101 131 101 109 127 96 143 128 143 
170573.jpg 94 101 131 101 112 116 98 143 127 142 
170574.jpg 95 99 129 101 122 121 100 143 127 144 
170575.jpg 98 100 128 99 135 121 98 146 126 146 
170576.jpg 93 102 133 101 112 125 97 141 128 142 
170577.jpg 94 100 131 101 111 123 101 143 125 143 
170578.jpg 93 102 132 101 111 127 97 141 128 142 
170579.jpg 91 101 133 103 114 130 90 139 137 141 
170580.jpg 94 102 131 100 118 130 98 143 126 142 
170581.jpg 93 102 133 101 109 131 96 140 128 143 
170582.jpg 95 98 128 102 102 125 97 143 131 147 
170583.jpg 94 99 130 102 125 124 97 143 130 144 
170584.jpg 93 101 132 102 109 128 94 141 131 142 
170585.jpg 96 101 130 100 121 125 98 144 126 144 
170586.jpg 92 102 133 101 104 128 92 141 133 141 
170587.jpg 91 103 135 102 113 129 89 139 135 140 
170588.jpg 95 100 130 101 106 128 99 143 127 144 
170589.jpg 94 101 131 101 112 123 97 143 128 142 
170590.jpg 92 101 132 102 112 130 92 142 134 141 
170591.jpg 95 99 129 102 133 121 98 144 130 144 
170592.jpg 94 101 131 101 114 122 100 142 126 143 
170593.jpg 92 101 132 102 111 130 97 140 129 142 
170594.jpg 92 100 131 103 111 132 96 140 131 144 
170595.jpg 91 102 134 102 116 126 92 140 132 140 
170596.jpg 93 101 131 101 113 127 96 143 129 142 
170597.jpg 93 102 133 101 103 122 91 141 133 142 
170598.jpg 93 101 132 101 111 127 97 142 128 142 
170599.jpg 92 102 133 102 110 129 91 140 134 142 
170600.jpg 95 101 130 100 101 126 98 142 126 144 
170601.jpg 94 102 132 100 112 122 98 142 125 143 
170602.jpg 94 100 131 101 112 127 98 143 128 143 
170603.jpg 93 101 132 101 112 131 95 143 130 140 
170604.jpg 92 103 134 101 119 125 89 141 134 140 
170605.jpg 94 101 131 101 113 121 97 142 129 143 
170606.jpg 93 101 132 101 111 125 91 141 134 142 
170607.jpg 92 101 132 102 115 127 94 141 131 142 
170608.jpg 93 101 132 101 109 124 96 142 129 141 
170609.jpg 92 102 134 101 112 124 92 141 132 141 
170610.jpg 92 102 133 102 110 126 95 141 130 141 
170611.jpg 91 101 133 103 108 123 91 139 135 141 
170612.jpg 91 102 134 102 114 129 92 140 133 140 
170613.jpg 93 101 132 102 112 127 94 141 131 143 
170614.jpg 93 101 132 101 111 123 98 142 127 142 
170615.jpg 97 100 128 99 99 121 99 145 124 146 
170616.jpg 96 104 132 98 124 127 90 147 130 138 
170617.jpg 94 101 131 101 118 125 94 142 131 144 
170618.jpg 94 102 132 101 113 121 89 144 135 141 
170619.jpg 94 100 130 101 110 128 99 144 127 142 
170620.jpg 95 100 129 100 120 120 100 145 126 144 
170621.jpg 92 102 133 102 119 127 90 141 135 141 
170622.jpg 96 102 130 99 101 119 94 144 129 144 
170623.jpg 92 102 133 102 114 127 93 142 132 140 
170624.jpg 91 102 134 102 114 130 89 140 135 141 
170625.jpg 95 102 131 100 117 132 97 145 125 141 
170626.jpg 92 102 133 101 108 132 92 140 132 141 
170627.jpg 94 102 132 101 114 124 94 142 130 142 
170628.jpg 94 100 131 101 116 120 99 142 127 143 
170629.jpg 94 101 131 101 114 124 97 142 128 143 
170630.jpg 91 101 133 103 107 130 92 139 135 142 
170631.jpg 93 101 132 102 117 128 95 141 130 142 
170632.jpg 93 101 132 102 103 126 95 140 130 143 
170633.jpg 93 101 132 102 119 127 94 142 132 141 
170634.jpg 95 101 131 100 121 124 96 143 128 143 
170635.jpg 93 102 132 101 116 127 96 143 128 141 
170636.jpg 95 101 130 100 105 131 98 143 126 143 
170637.jpg 96 99 128 101 128 124 100 144 127 146 
170638.jpg 93 101 132 102 111 122 94 142 131 141 
170639.jpg 95 100 129 101 120 127 97 144 129 144 
170640.jpg 93 102 133 101 111 127 96 141 128 142 
170641.jpg 92 102 133 102 110 127 96 140 129 141 
170642.jpg 93 101 132 101 115 131 91 143 133 140 
170643.jpg 92 103 134 101 106 125 91 141 131 140 
170644.jpg 93 102 132 101 106 122 98 142 127 141 
170645.jpg 92 102 134 102 107 126 89 140 135 141 
170646.jpg 90 102 134 103 113 123 96 139 130 140 
170647.jpg 93 101 131 102 114 120 97 142 128 143 
170648.jpg 92 97 129 105 125 114 99 139 133 146 
170649.jpg 91 102 133 102 113 124 95 140 130 141 
170650.jpg 92 102 133 101 113 133 91 140 133 142 
170651.jpg 95 104 132 98 131 130 91 144 129 142 
170652.jpg 93 101 132 101 108 129 94 142 131 142 
170653.jpg 94 101 131 101 111 124 94 143 132 143 
170654.jpg 94 101 131 101 107 124 97 144 127 142 
170655.jpg 93 102 133 101 114 128 94 142 130 140 
170656.jpg 95 101 130 101 103 125 97 144 128 143 
170657.jpg 95 101 130 100 116 124 96 144 128 143 
170658.jpg 94 101 131 100 131 117 94 145 130 141 
170659.jpg 94 102 131 100 121 129 94 143 129 142 
170660.jpg 94 101 131 100 110 123 98 143 126 142 
170661.jpg 92 102 133 102 109 133 93 141 132 141 
170662.jpg 92 102 133 102 112 129 96 141 129 141 
170663.jpg 96 100 129 100 119 118 101 146 124 143 
170664.jpg 91 101 133 103 105 131 93 140 134 141 
170665.jpg 95 102 132 99 103 121 97 144 125 142 
170666.jpg 94 100 130 101 120 121 100 143 125 143 
170667.jpg 94 101 131 101 127 121 97 142 128 143 
170668.jpg 92 102 133 102 123 125 93 142 132 139 
170669.jpg 93 100 131 102 97 126 95 141 131 144 
170670.jpg 93 100 131 102 123 121 96 144 130 141 
170671.jpg 93 101 131 102 113 118 97 142 128 142 
170672.jpg 93 101 132 101 115 126 94 142 131 141 
170673.jpg 94 101 131 101 115 128 97 143 128 143 
170674.jpg 92 101 133 102 112 122 99 140 126 142 
170675.jpg 94 100 131 102 105 132 92 142 134 143 
170676.jpg 94 101 131 100 110 123 96 143 128 142 
170677.jpg 92 102 133 101 113 128 91 141 134 141 
170678.jpg 93 101 132 101 112 129 97 142 128 142 
170679.jpg 95 101 130 100 113 122 99 144 125 143 
170680.jpg 98 100 128 98 97 117 97 145 126 147 
170681.jpg 94 101 131 101 113 125 97 143 128 143 
170682.jpg 94 100 130 101 114 118 98 143 128 143 
170683.jpg 95 101 130 100 101 124 95 142 129 145 
170684.jpg 92 101 132 102 116 120 96 141 130 142 
170685.jpg 93 101 131 102 114 122 98 143 128 142 
170686.jpg 94 102 132 100 112 128 92 142 132 142 
170687.jpg 92 101 132 102 111 127 97 142 129 141 
170688.jpg 94 100 130 102 101 124 98 142 129 144 
170689.jpg 94 100 130 101 109 130 99 143 128 144 
170690.jpg 93 100 131 102 105 131 94 142 133 143 
170691.jpg 94 101 131 101 111 122 96 143 128 142 
170692.jpg 92 102 133 101 108 124 94 141 131 141 
170693.jpg 93 101 132 102 117 127 96 143 129 141 
170694.jpg 94 102 132 101 107 126 94 142 130 143 
170695.jpg 94 101 131 101 94 119 92 143 133 143 
170696.jpg 94 100 130 102 99 129 101 142 126 144 
170697.jpg 96 101 130 99 126 129 99 144 124 144 
170698.jpg 93 102 132 101 115 130 92 142 132 142 
170699.jpg 97 101 129 99 104 120 98 144 124 145 
170700.jpg 92 102 133 101 120 132 90 142 134 140 
170701.jpg 94 100 131 102 115 122 96 143 130 142 
170702.jpg 94 100 130 101 116 129 98 143 127 143 
170703.jpg 91 101 133 103 111 134 94 141 133 141 
170704.jpg 93 100 131 102 130 121 92 142 134 143 
170705.jpg 91 100 132 103 109 132 96 139 131 142 
170706.jpg 92 102 133 101 113 127 91 142 133 140 
170707.jpg 93 102 133 101 105 128 93 141 131 141 
170708.jpg 95 100 130 100 107 120 99 143 126 145 
170709.jpg 93 102 132 101 113 126 93 143 131 140 
170710.jpg 96 98 128 101 121 123 100 146 127 144 
170711.jpg 94 102 132 100 118 123 96 142 127 143 
170712.jpg 93 101 132 101 111 120 99 142 126 143 
170713.jpg 93 102 133 101 110 126 96 141 128 142 
170714.jpg 94 99 129 102 101 131 96 143 132 144 
170715.jpg 93 102 133 101 116 127 89 142 135 141 
170716.jpg 94 101 131 101 118 121 94 142 131 143 
170717.jpg 94 102 131 100 111 127 96 144 127 142 
170718.jpg 95 102 131 100 108 124 97 143 127 144 
170719.jpg 93 101 132 101 111 127 92 142 134 142 
170720.jpg 95 100 130 101 113 121 100 144 126 144 
170721.jpg 96 101 130 99 121 124 98 144 125 144 
170722.jpg 92 103 134 101 108 125 93 140 130 140 
170723.jpg 91 102 134 102 111 135 97 139 128 142 
170724.jpg 94 100 131 101 112 132 98 142 128 144 
170725.jpg 92 101 132 102 105 126 94 141 133 142 
170726.jpg 97 101 129 99 115 125 98 145 125 144 
170727.jpg 92 101 132 102 118 125 97 142 128 141 
170728.jpg 94 101 131 101 103 128 97 143 127 142 
170729.jpg 94 100 130 101 125 124 95 142 131 144 
170730.jpg 93 99 130 102 102 127 95 141 133 145 
170731.jpg 92 101 133 102 119 129 88 141 137 142 
170732.jpg 93 101 132 101 114 125 96 141 129 143 
170733.jpg 92 102 133 102 116 124 91 141 133 141 
170734.jpg 94 101 131 101 117 128 98 143 126 143 
170735.jpg 94 102 132 100 122 125 93 143 130 142 
170736.jpg 94 100 131 102 103 126 93 141 133 145 
170737.jpg 94 101 131 100 112 132 97 143 127 143 
170738.jpg 96 99 128 101 106 123 99 145 128 145 
170739.jpg 92 101 132 102 110 124 96 140 130 143 
170740.jpg 92 102 133 102 102 125 97 142 128 141 
170741.jpg 94 101 131 101 105 123 100 142 124 143 
170742.jpg 94 101 131 101 112 128 97 143 128 142 
170743.jpg 93 102 132 101 111 128 96 143 128 141 
170744.jpg 93 101 132 102 111 127 92 141 133 142 
170745.jpg 93 102 132 101 116 123 92 142 133 142 
170746.jpg 93 100 131 102 115 129 96 142 131 143 
170747.jpg 93 101 132 101 118 121 98 142 128 142 
170748.jpg 100 96 123 100 92 126 103 147 126 151 
170749.jpg 95 100 130 101 113 120 98 144 127 143 
170750.jpg 93 100 131 102 104 127 93 141 133 144 
170751.jpg 92 102 134 102 109 130 93 141 132 140 
170752.jpg 94 101 131 101 118 127 98 144 127 142 
170753.jpg 91 103 134 102 112 130 89 140 135 140 
170754.jpg 94 101 131 101 111 121 97 142 128 143 
170755.jpg 91 103 134 101 115 131 90 141 134 139 
170756.jpg 92 102 133 102 119 122 95 141 130 140 
170757.jpg 93 101 132 101 111 120 98 142 127 142 
170758.jpg 96 98 128 101 101 126 98 146 130 143 
170759.jpg 93 101 131 102 113 130 100 142 126 142 
170760.jpg 94 101 131 101 121 125 98 143 127 143 
170761.jpg 90 101 134 103 106 129 91 139 135 141 
170762.jpg 92 101 132 102 113 126 92 142 133 141 
170763.jpg 94 100 130 102 102 125 96 143 131 144 
170764.jpg 91 102 134 102 111 126 90 141 134 139 
170765.jpg 93 102 132 101 116 123 97 141 127 142 
170766.jpg 92 102 133 101 117 126 88 143 136 140 
170767.jpg 93 101 131 101 108 127 96 142 129 143 
170768.jpg 93 101 132 101 110 127 93 142 132 141 
170769.jpg 93 101 132 102 113 128 97 142 129 142 
170770.jpg 94 101 131 101 109 126 96 141 129 145 
170771.jpg 101 102 127 95 93 123 98 148 122 147 
170772.jpg 94 102 132 100 122 123 93 144 131 141 
170773.jpg 94 101 131 101 105 124 98 142 127 143 
170774.jpg 94 101 131 101 112 127 98 143 127 142 
170775.jpg 94 101 132 101 110 124 101 142 124 142 
170776.jpg 92 102 133 102 116 127 91 142 134 140 
170777.jpg 91 102 134 102 108 123 91 139 134 141 
170778.jpg 94 101 131 101 114 128 97 142 128 143 
170779.jpg 93 101 132 102 119 129 95 143 131 140 
170780.jpg 94 101 131 101 113 127 94 141 131 144 
170781.jpg 94 101 131 101 106 129 92 143 133 142 
170782.jpg 94 101 131 101 112 127 99 142 126 143 
170783.jpg 95 102 131 99 95 119 93 143 130 143 
170784.jpg 92 101 133 102 112 123 94 140 132 142 
170785.jpg 98 100 128 99 126 125 101 147 122 145 
170786.jpg 94 101 131 101 105 125 99 141 127 144 
170787.jpg 94 100 130 101 103 124 95 141 131 145 
170788.jpg 94 100 130 101 113 117 97 144 128 142 
170789.jpg 92 101 132 102 112 126 93 140 133 142 
170790.jpg 91 102 134 102 117 121 87 140 138 140 
170791.jpg 93 101 132 101 109 124 98 142 127 142 
170792.jpg 94 101 131 101 119 128 97 142 128 142 
170793.jpg 92 102 133 102 110 122 91 140 134 142 
170794.jpg 94 102 132 101 101 118 91 141 132 143 
170795.jpg 91 104 135 101 116 129 89 141 134 138 
170796.jpg 91 101 133 103 107 130 97 140 130 141 
170797.jpg 93 102 133 101 116 132 93 142 132 141 
170798.jpg 94 101 131 101 110 125 96 144 129 142 
170799.jpg 93 103 133 100 111 120 98 142 124 141 
170800.jpg 93 101 132 102 116 128 95 142 130 141 
170801.jpg 95 101 130 100 116 121 97 144 127 143 
170802.jpg 94 101 131 101 113 127 99 143 125 143 
170803.jpg 91 102 133 102 110 128 93 141 132 140 
170804.jpg 93 102 133 101 115 126 95 142 130 141 
170805.jpg 95 100 130 100 105 124 95 144 129 144 
170806.jpg 94 101 132 101 110 128 97 142 128 143 
170807.jpg 94 102 132 101 109 118 97 143 127 141 
170808.jpg 93 101 132 102 104 128 97 139 129 145 
170809.jpg 93 101 132 101 111 125 92 142 133 142 
170810.jpg 91 102 134 102 112 128 95 140 130 140 
170811.jpg 92 102 133 102 113 125 93 141 132 142 
170812.jpg 94 101 131 101 111 130 98 142 127 143 
170813.jpg 92 101 132 102 112 131 92 141 134 141 
170814.jpg 94 101 131 101 112 131 96 143 129 142 
170815.jpg 93 101 132 102 118 123 95 141 130 142 
170816.jpg 91 101 133 103 110 129 93 139 134 141 
170817.jpg 94 101 131 101 107 122 97 143 128 142 
170818.jpg 93 101 132 102 114 128 98 141 128 142 
170819.jpg 96 103 132 98 130 131 88 145 131 142 
170820.jpg 99 103 129 96 98 114 98 148 120 144 
170821.jpg 93 100 131 102 102 127 96 141 130 144 
170822.jpg 92 102 133 102 111 125 92 141 133 141 
170823.jpg 97 100 128 100 124 125 100 146 125 145 
170824.jpg 93 100 132 102 112 116 98 142 128 141 
170825.jpg 93 101 132 101 113 123 94 142 130 142 
170826.jpg 93 102 132 101 112 118 98 142 126 141 
170827.jpg 94 101 131 101 112 120 92 143 133 142 
170828.jpg 96 102 131 99 105 118 99 145 122 142 
170829.jpg 94 101 131 101 100 126 94 141 130 144 
170830.jpg 92 102 133 101 116 124 94 141 130 142 
170831.jpg 93 103 133 101 112 116 95 143 128 140 
170832.jpg 102 98 123 97 131 113 103 150 122 149 
170833.jpg 93 102 132 101 112 120 96 142 128 142 
170834.jpg 93 101 131 101 106 124 102 141 123 143 
170835.jpg 94 100 131 102 107 126 100 142 127 144 
170836.jpg 92 102 133 102 111 124 94 140 132 141 
170837.jpg 93 101 132 101 113 125 95 142 130 142 
170838.jpg 93 102 133 101 115 130 91 143 133 140 
170839.jpg 92 102 133 102 116 122 90 142 134 139 
170840.jpg 92 102 133 101 119 130 91 142 133 140 
170841.jpg 94 101 131 101 119 127 94 143 131 142 
170842.jpg 95 100 130 101 113 123 100 143 125 143 
170843.jpg 92 102 133 102 114 125 91 140 134 141 
170844.jpg 93 101 132 102 110 127 96 142 129 142 
170845.jpg 91 101 133 103 109 126 94 141 133 139 
170846.jpg 94 101 131 101 118 122 96 142 129 144 
170847.jpg 93 101 132 101 112 128 97 142 127 142 
170848.jpg 92 102 133 102 120 125 93 141 132 141 
170849.jpg 95 100 129 100 120 122 99 144 126 145 
170850.jpg 93 101 132 101 111 125 95 142 130 143 
170851.jpg 95 101 130 100 121 125 92 146 133 142 
170852.jpg 94 102 132 100 123 128 97 144 126 140 
170853.jpg 94 100 130 101 118 124 101 142 125 144 
170854.jpg 95 101 130 100 108 125 96 145 129 142 
170855.jpg 93 101 131 101 113 126 97 143 128 142 
170856.jpg 92 102 133 101 114 129 97 140 127 142 
170857.jpg 93 101 132 102 111 124 95 142 130 142 
170858.jpg 92 102 133 101 108 123 94 141 130 140 
170859.jpg 94 101 131 101 112 125 97 143 128 143 
170860.jpg 94 101 131 101 111 125 98 143 127 142 
170861.jpg 93 100 131 102 102 125 91 140 136 144 
170862.jpg 95 101 130 100 113 125 98 143 126 144 
170863.jpg 92 101 132 103 117 117 100 141 127 141 
170864.jpg 94 101 131 101 113 126 96 143 128 143 
170865.jpg 94 101 131 101 105 121 92 143 133 142 
170866.jpg 91 103 135 102 120 126 92 140 132 139 
170867.jpg 93 101 132 102 107 126 95 141 131 142 
170868.jpg 94 100 130 101 116 121 98 143 128 143 
170869.jpg 92 101 132 102 109 127 97 141 128 142 
170870.jpg 92 102 133 102 116 128 92 140 132 141 
170871.jpg 95 101 130 100 107 113 101 144 124 144 
170872.jpg 94 103 132 100 117 124 97 143 126 141 
170873.jpg 95 99 129 101 121 120 98 143 129 146 
170874.jpg 92 102 133 102 117 131 92 140 133 141 
170875.jpg 95 99 129 102 102 118 99 142 128 146 
170876.jpg 93 101 132 101 115 128 99 142 125 143 
170877.jpg 96 103 131 98 99 120 95 145 124 142 
170878.jpg 93 101 132 101 124 123 94 143 131 141 
170879.jpg 92 102 133 101 111 116 93 141 131 141 
170880.jpg 95 100 130 101 113 119 96 143 130 144 
170881.jpg 94 98 129 103 127 118 97 143 132 144 
170882.jpg 93 101 132 101 107 126 92 142 133 141 
170883.jpg 94 100 130 101 113 123 98 144 128 143 
170884.jpg 93 101 132 102 114 123 93 141 133 143 
170885.jpg 95 101 131 101 112 117 97 144 128 143 
170886.jpg 93 101 132 101 112 123 96 142 129 142 
170887.jpg 90 102 134 103 106 127 94 140 132 139 
170888.jpg 94 101 131 101 111 129 92 144 133 142 
170889.jpg 94 101 131 101 108 129 96 142 129 143 
170890.jpg 94 101 131 101 113 124 98 142 127 144 
170891.jpg 92 101 133 102 112 125 99 141 126 142 
170892.jpg 95 102 131 100 122 129 92 145 131 141 
170893.jpg 95 100 130 101 121 125 98 143 127 144 
170894.jpg 94 101 131 101 107 127 98 142 127 143 
170895.jpg 102 99 124 96 139 120 101 147 122 152 
170896.jpg 93 103 133 101 121 131 90 143 133 139 
170897.jpg 93 101 131 101 103 117 93 140 132 144 
170898.jpg 91 101 134 103 110 130 91 141 136 139 
170899.jpg 94 101 132 101 108 127 95 142 129 143 
170900.jpg 94 101 131 101 112 124 99 142 127 143 
170901.jpg 92 102 133 101 105 121 91 142 133 140 
170902.jpg 93 102 132 100 109 122 94 142 129 142 
170903.jpg 92 102 133 102 104 130 93 141 132 142 
170904.jpg 95 100 130 100 109 124 99 144 126 144 
170905.jpg 95 101 130 100 117 120 96 143 128 144 
170906.jpg 95 101 130 101 110 121 94 142 131 145 
170907.jpg 95 101 130 100 118 125 99 145 125 143 
170908.jpg 94 101 131 100 104 122 101 144 123 142 
170909.jpg 93 102 133 101 111 127 97 142 127 141 
170910.jpg 96 100 129 100 101 124 99 145 125 144 
170911.jpg 92 102 133 102 116 124 91 140 133 141 
170912.jpg 94 102 131 100 109 127 95 141 129 144 
170913.jpg 92 102 133 102 112 125 96 141 128 141 
170914.jpg 94 100 130 101 103 125 98 142 128 144 
170915.jpg 94 101 131 101 101 127 94 141 132 144 
170916.jpg 93 101 132 101 113 132 97 143 128 142 
170917.jpg 92 101 132 102 111 132 93 142 132 140 
170918.jpg 93 100 130 102 98 126 95 141 132 144 
170919.jpg 92 102 133 102 115 127 90 141 135 141 
170920.jpg 93 102 132 101 112 118 95 142 129 141 
170921.jpg 94 101 131 101 104 128 94 143 131 142 
170922.jpg 93 101 132 101 114 129 96 142 128 142 
170923.jpg 93 102 133 101 115 126 95 142 129 140 
170924.jpg 93 101 132 102 112 122 100 142 126 141 
